"","X","carat","cut","color","clarity","depth","table","price","x","y","z"
"333",24247,1.37,"Ideal","G","VVS1",62.6,55,12455,7.12,7.07,4.44
"334",27754,0.32,"Ideal","I","VS1",62.3,57,648,4.42,4.37,2.74
"335",27700,0.32,"Ideal","F","SI1",61.6,55,648,4.41,4.45,2.73
"336",28924,0.3,"Ideal","H","VVS1",61.9,55,684,4.32,4.34,2.68
"337",49002,0.67,"Premium","G","VS2",61,57,2050,5.68,5.63,3.45
"338",28046,0.29,"Very Good","G","VS1",58.1,59,660,4.39,4.42,2.56
"339",36010,0.39,"Good","F","SI1",63.6,58,921,4.65,4.6,2.94
"340",43630,0.43,"Premium","G","IF",61.1,58,1433,4.86,4.89,2.98
"341",48517,0.58,"Ideal","E","VS2",61.9,57,1984,5.37,5.33,3.31
"342",13526,1,"Premium","E","SI1",61.9,60,5544,6.46,6.37,3.97
"343",41856,0.61,"Premium","G","SI1",60.8,60,1255,5.42,5.42,3.31
"344",3507,0.76,"Ideal","E","SI1",61.2,56,3401,5.88,5.91,3.61
"345",51686,0.55,"Very Good","E","VVS2",60.4,56,2399,5.36,5.38,3.24
"346",28207,0.38,"Ideal","G","SI1",61.3,56,666,4.63,4.67,2.85
"347",29587,0.32,"Ideal","D","VS1",60.4,56,706,4.44,4.46,2.69
"348",24423,1.73,"Premium","I","VS1",62.2,59,12674,7.65,7.62,4.75
"349",572,0.7,"Ideal","D","VS2",61,57,2833,5.74,5.76,3.51
"350",16059,1.02,"Premium","G","VS2",62.5,58,6416,6.46,6.41,4.02
"351",39329,0.34,"Premium","G","VVS1",59,62,1071,4.6,4.56,2.7
"352",24192,1.6,"Very Good","H","VS1",61.2,58.6,12378,7.48,7.63,4.62
"353",36380,0.44,"Ideal","H","SI1",61.9,57,941,4.92,4.9,3.04
"354",16588,1.01,"Good","F","VS1",61.8,57,6626,6.34,6.44,3.95
"355",44349,0.56,"Ideal","E","SI1",61.7,56,1580,5.3,5.33,3.28
"356",19216,1.25,"Very Good","F","SI1",61.4,56,7956,6.91,6.94,4.25
"357",18261,1.21,"Very Good","G","VS2",63.1,60,7416,6.72,6.66,4.22
"358",18439,1.08,"Premium","F","VS2",62.1,59,7501,6.54,6.59,4.08
"359",5068,0.3,"Premium","G","SI1",61.4,57,574,4.35,4.31,2.66
"360",7008,0.9,"Good","H","VS2",61.5,61,4156,6.15,6.24,3.81
"361",19290,1.52,"Premium","I","SI2",59.8,62,8010,7.47,7.41,4.45
"362",23531,1.23,"Premium","F","VVS2",61.6,59,11534,6.9,6.8,4.22
"363",48389,0.5,"Good","G","VVS1",63.3,56,1966,5.07,5.1,3.22
"364",36932,0.24,"Very Good","F","VVS1",59.4,60,478,4.04,4.08,2.41
"365",43934,0.31,"Ideal","H","VS2",61.2,59,515,4.36,4.4,2.68
"366",11916,1.07,"Premium","H","SI1",60.4,59,5123,6.65,6.62,4.01
"367",51679,0.72,"Ideal","H","SI1",58.9,56,2398,5.91,5.88,3.47
"368",49233,0.7,"Ideal","I","SI1",59.9,59,2083,5.75,5.8,3.46
"369",44754,0.51,"Ideal","D","SI1",62.6,57,1619,5.11,5.08,3.19
"370",47714,0.54,"Very Good","D","VS2",60.5,59,1885,5.24,5.28,3.18
"371",11119,1.27,"Ideal","G","SI2",58.8,56,4936,7.16,7.06,4.18
"372",46023,0.57,"Ideal","E","VS2",61.6,56,1728,5.34,5.38,3.3
"373",25020,2.02,"Very Good","G","SI2",63.2,54,13554,7.96,7.82,4.99
"374",28458,0.32,"Very Good","G","VVS2",61.9,57,672,4.39,4.41,2.73
"375",20497,1.59,"Premium","H","SI1",61,58,8829,7.58,7.51,4.6
"376",29561,0.33,"Premium","F","SI1",59.9,61,705,4.47,4.44,2.67
"377",25937,2.12,"Premium","I","SI2",60.6,59,15097,8.27,8.3,5.02
"378",20940,1.1,"Ideal","G","VVS2",61.7,56,9148,6.67,6.63,4.1
"379",43917,0.36,"Ideal","J","VS1",61.7,53.7,513,4.58,4.62,2.84
"380",30779,0.3,"Premium","D","VVS2",60.7,59,741,4.33,4.34,2.63
"381",882,0.9,"Premium","J","SI1",61.8,58,2873,6.16,6.13,3.8
"382",15751,1.25,"Premium","I","VS2",61.2,58,6300,6.94,6.89,4.23
"383",44556,0.52,"Premium","F","VS2",61.4,62,1605,5.19,5.16,3.18
"384",36156,0.33,"Ideal","E","VS2",62.3,57,928,4.43,4.37,2.74
"385",40478,0.53,"Premium","E","SI2",60.5,60,1141,5.21,5.24,3.16
"386",45733,0.56,"Ideal","E","VS2",62.8,57,1699,5.21,5.23,3.28
"387",44369,0.51,"Ideal","F","SI1",61.5,55,1580,5.13,5.18,3.17
"388",24465,1.53,"Ideal","H","VVS2",61.9,57,12731,7.35,7.39,4.56
"389",37499,0.53,"Premium","E","SI2",62.2,57,984,5.2,5.16,3.22
"390",28243,0.33,"Premium","G","VS1",61.8,59,666,4.39,4.45,2.73
"391",18489,1.01,"Very Good","G","VVS2",63,61,7528,6.34,6.36,4
"392",315,0.76,"Fair","G","VS1",59,70,2800,5.89,5.8,3.46
"393",16470,1.2,"Very Good","G","VS2",63.3,57,6580,6.69,6.64,4.22
"394",13213,1.16,"Premium","I","VS1",60.4,59,5457,6.89,6.82,4.14
"395",38772,0.31,"Premium","E","VVS2",61.4,58,1046,4.36,4.33,2.67
"396",17052,0.4,"Ideal","I","SI2",61.3,56,612,4.76,4.79,2.93
"397",41118,0.4,"Ideal","F","VVS2",61.6,56,1196,4.73,4.77,2.93
"398",50195,0.91,"Good","E","I1",57.7,63,2225,6.3,6.35,3.65
"399",5635,0.95,"Premium","I","SI1",60,60,3878,6.39,6.37,3.83
"400",46352,0.51,"Ideal","E","VS1",60.9,56,1759,5.16,5.22,3.16
"401",12026,1.11,"Premium","E","SI2",62.6,59,5152,6.71,6.65,4.18
"402",28237,0.33,"Ideal","F","VS2",62.3,56,666,4.43,4.46,2.77
"403",29359,0.31,"Premium","G","VS2",61.7,59,698,4.34,4.31,2.67
"404",7470,1,"Very Good","F","SI1",63.1,59,4234,6.29,6.22,3.95
"405",23479,1.28,"Very Good","G","VVS2",59.5,56,11478,7.12,7.16,4.25
"406",16880,1.01,"Ideal","G","VS2",61,56,6734,6.47,6.51,3.96
"407",50,0.29,"Very Good","H","SI2",60.7,60,404,4.33,4.37,2.64
"408",48426,0.51,"Premium","F","VS1",61.7,58,1971,5.11,5.07,3.14
"409",13891,1.23,"Premium","G","VS2",61.6,58,5654,6.91,6.85,4.24
"410",42476,0.51,"Very Good","E","SI1",62.2,55,1318,5.09,5.11,3.17
"411",8138,1.01,"Very Good","F","SI2",63.4,56,4355,6.4,6.34,4.04
"412",40158,0.35,"Ideal","G","IF",61.8,55,1116,4.56,4.54,2.81
"413",27817,0.34,"Ideal","G","SI1",61.2,57,650,4.56,4.53,2.78
"414",46833,0.55,"Ideal","F","VS1",61.3,57,1809,5.25,5.28,3.23
"415",48886,0.7,"Good","E","SI1",65,57,2038,5.53,5.58,3.61
"416",224,0.75,"Very Good","D","SI2",63.1,58,2782,5.78,5.73,3.63
"417",49995,0.58,"Premium","E","VS1",61.8,55,2192,5.39,5.35,3.32
"418",9510,0.9,"Premium","D","SI1",62.2,58,4612,6.18,6.11,3.82
"419",49035,0.7,"Ideal","I","SI1",61.9,58,2054,5.67,5.7,3.52
"420",31684,0.26,"Ideal","E","VVS1",61.7,57,769,4.1,4.07,2.52
"421",48557,0.53,"Ideal","G","VVS1",62.1,54,1990,5.2,5.23,3.24
"422",28378,0.24,"Premium","D","VVS2",58.8,58,668,4.08,4.05,2.39
"423",4881,0.79,"Ideal","E","SI1",61.6,55,3715,5.94,6.04,3.69
"424",44961,0.58,"Premium","I","VVS1",62.6,59,1636,5.27,5.31,3.31
"425",8450,1.01,"Premium","H","SI2",60.3,60,4412,6.49,6.45,3.9
"426",39131,0.41,"Premium","G","VS2",61.6,58,1061,4.78,4.73,2.93
"427",15377,0.35,"Premium","I","SI1",62.5,58,606,4.53,4.49,2.82
"428",32827,0.34,"Ideal","D","VS2",60.8,57,805,4.5,4.52,2.74
"429",1255,0.76,"Ideal","E","VS1",62.1,57,2947,5.82,5.87,3.63
"430",31116,0.33,"Ideal","G","VVS2",62,53.5,754,4.44,4.48,2.76
"431",26178,2.24,"Premium","I","SI2",61.9,58,15515,8.36,8.29,5.15
"432",47853,0.72,"Good","I","SI1",63.6,59,1909,5.61,5.58,3.56
"433",11369,1.04,"Ideal","I","VS1",62.9,43,4997,6.45,6.41,4.04
"434",52096,0.7,"Very Good","E","SI1",62.6,56,2459,5.65,5.69,3.55
"435",20626,1.01,"Very Good","F","VVS2",61.8,58,8922,6.44,6.48,3.99
"436",17564,1.2,"Very Good","H","VS2",62.5,60,7072,6.72,6.78,4.22
"437",3456,0.73,"Ideal","G","VS2",60.2,55,3389,5.85,5.9,3.54
"438",20038,0.3,"Very Good","E","SI2",61.7,61,421,4.28,4.31,2.65
"439",23974,1.53,"Ideal","F","SI1",61.6,56,12109,7.39,7.34,4.54
"440",39669,0.42,"Ideal","G","VS2",61.7,57,1087,4.83,4.8,2.97
"441",39193,0.4,"Ideal","D","VS1",62.3,54,1064,4.7,4.74,2.94
"442",39667,0.42,"Ideal","G","VS2",62.2,54,1087,4.82,4.8,2.99
"443",45818,0.56,"Ideal","G","VS1",61.8,55,1712,5.28,5.37,3.29
"444",17188,1.02,"Very Good","D","SI1",60.3,56,6863,6.55,6.57,3.96
"445",43145,0.52,"Very Good","H","VS2",61.4,55,1389,5.19,5.24,3.2
"446",45857,0.5,"Very Good","H","VVS1",63.3,57,1715,5.06,5.02,3.19
"447",27343,1.58,"Ideal","E","VS1",62.6,56,17894,7.41,7.44,4.65
"448",34291,0.3,"Ideal","F","VVS1",61.8,55,857,4.32,4.35,2.68
"449",26247,2.06,"Ideal","I","VS2",59.2,57,15691,8.39,8.29,4.94
"450",44297,0.52,"Ideal","E","SI1",61.6,55,1577,5.19,5.16,3.19
"451",4134,1.06,"Ideal","F","I1",62.1,55,3544,6.54,6.57,4.07
"452",4515,0.94,"Very Good","D","SI2",62,57,3634,6.28,6.34,3.91
"453",18352,1.01,"Premium","G","VVS2",62.4,59,7466,6.37,6.32,3.96
"454",31166,0.41,"Premium","E","SI1",60.1,60,755,4.79,4.83,2.89
"455",38976,0.4,"Premium","E","VS1",62.5,58,1053,4.69,4.72,2.94
"456",32124,0.47,"Ideal","G","SI2",62.4,55,784,4.96,5.01,3.11
"457",21089,1.51,"Good","G","SI1",63.1,56,9258,7.2,7.28,4.57
"458",37277,0.23,"Very Good","F","VS1",63.2,58,483,3.89,3.86,2.45
"459",7151,0.79,"Ideal","F","VVS2",61.9,57,4180,5.93,5.96,3.68
"460",51053,0.55,"Premium","D","VVS2",58.7,57,2331,5.44,5.39,3.18
"461",35698,0.3,"Ideal","E","VS1",60.7,57,911,4.36,4.31,2.63
"462",19578,1.53,"Premium","J","VS1",60.1,59,8205,7.51,7.47,4.5
"463",31658,0.32,"Ideal","E","VS2",61.4,56,768,4.45,4.41,2.72
"464",47211,0.64,"Good","D","SI1",57.7,57,1838,5.69,5.75,3.3
"465",31486,0.34,"Premium","G","VS2",61.3,58,765,4.53,4.51,2.77
"466",26754,1.5,"Premium","E","VS1",60.3,60,16558,7.43,7.34,4.45
"467",42549,0.59,"Very Good","E","SI2",60.5,58,1325,5.43,5.51,3.31
"468",31181,0.32,"Premium","D","SI1",61.3,60,756,4.43,4.41,2.71
"469",48751,0.56,"Ideal","F","VS1",61.7,54,2016,5.34,5.3,3.28
"470",44040,0.97,"Fair","G","I1",57.2,60,1547,6.59,6.36,3.72
"471",22463,1.24,"Premium","G","VVS1",60.4,59,10485,7.02,7.01,4.24
"472",10147,1,"Premium","H","SI1",62.7,58,4724,6.41,6.32,3.99
"473",5418,1.05,"Premium","J","VS1",62.7,61,3822,6.58,6.49,4.09
"474",32212,0.31,"Ideal","E","VVS2",61.5,59,789,4.36,4.39,2.69
"475",44427,0.61,"Ideal","F","SI2",61.9,57,1588,5.45,5.41,3.36
"476",17660,1.1,"Premium","F","VS2",61.1,57,7115,6.71,6.65,4.08
"477",14699,1.23,"Premium","E","SI2",62.5,58,5929,6.86,6.81,4.27
"478",11253,1.01,"Ideal","F","SI1",62.5,56,4969,6.38,6.42,4
"479",33937,0.3,"Ideal","J","VVS1",60.4,57,464,4.36,4.38,2.64
"480",28351,0.27,"Very Good","E","VVS1",61.1,55,667,4.18,4.27,2.58
"481",36094,0.5,"Good","F","SI2",57.7,62,926,5.22,5.18,3
"482",40434,0.5,"Fair","H","VS1",66.3,55,1136,4.86,4.91,3.24
"483",17032,1.05,"Very Good","E","VS2",61.6,58,6803,6.48,6.53,4.01
"484",52192,0.7,"Fair","G","VS2",64.9,57,2479,5.55,5.54,3.6
"485",11432,1.14,"Premium","H","SI1",60.7,58,5003,6.76,6.82,4.12
"486",27265,1.51,"Very Good","E","VVS2",60.2,61,17689,7.34,7.4,4.44
"487",44927,0.51,"Ideal","G","VS1",60.2,57,1632,5.16,5.21,3.13
"488",28961,0.31,"Ideal","I","VS2",59.9,57,435,4.38,4.4,2.63
"489",39750,0.5,"Premium","H","SI1",62.3,59,1094,5.02,4.99,3.12
"490",28729,0.31,"Ideal","E","VS2",61.7,56,680,4.31,4.35,2.67
"491",35697,0.3,"Premium","E","VS1",61.8,58,911,4.33,4.31,2.67
"492",52770,0.73,"Very Good","E","SI1",60.2,60,2564,5.81,5.86,3.51
"493",37565,0.31,"Ideal","G","IF",62.6,57,988,4.32,4.3,2.7
"494",35329,0.4,"Good","D","VS1",63.2,56,898,4.69,4.74,2.98
"495",11168,1.07,"Premium","G","SI1",60.5,62,4949,6.69,6.6,4.02
"496",4068,0.31,"Ideal","D","SI1",61.9,57,571,4.33,4.36,2.69
"497",53549,0.71,"Very Good","D","SI1",61.7,59,2693,5.7,5.74,3.53
"498",15737,1.01,"Ideal","G","VS2",62,54.9,6295,6.41,6.44,3.99
"499",23651,1.5,"Very Good","H","VVS1",60.9,61,11688,7.36,7.39,4.49
"500",39607,0.26,"Premium","H","VS1",62.3,59,491,4.1,4.06,2.54
"501",47362,0.54,"Ideal","H","VVS1",61.8,55,1846,5.21,5.24,3.23
"502",38224,0.4,"Very Good","E","VVS2",60.3,59,1017,4.74,4.78,2.87
"503",14995,1.02,"Ideal","D","SI1",61.2,56,6040,6.51,6.56,4
"504",51655,0.26,"Ideal","H","VVS1",62.2,55,545,4.09,4.11,2.55
"505",38223,0.4,"Very Good","E","VVS2",63.5,54,1017,4.69,4.73,2.99
"506",14575,1.2,"Very Good","I","VS2",61.7,59,5884,6.83,6.88,4.23
"507",19804,1.52,"Premium","D","SI2",58.6,62,8366,7.56,7.45,4.41
"508",19724,1.21,"Ideal","G","VS2",61.5,56,8294,6.83,6.88,4.22
"509",38956,0.31,"Good","H","VS2",63.5,57,489,4.32,4.34,2.75
"510",34287,0.26,"Very Good","H","VVS2",62.4,58,468,4.04,4.07,2.53
"511",971,0.71,"Ideal","G","VVS2",61.5,57,2893,5.73,5.75,3.53
"512",37833,0.33,"Ideal","D","VS2",60.7,57,1002,4.5,4.46,2.72
"513",30831,0.33,"Premium","I","VVS2",61.5,58,743,4.45,4.43,2.73
"514",19432,1.12,"Ideal","G","VS1",61.1,56,8080,6.7,6.73,4.1
"515",23971,2.01,"Premium","J","SI2",62.4,59,12105,8.05,8.1,5.04
"516",693,0.91,"Very Good","I","SI1",63.5,57,2852,6.12,6.07,3.87
"517",2051,0.32,"Good","E","SI1",63.1,56,561,4.36,4.39,2.76
"518",49285,0.52,"Ideal","F","VVS2",61.5,55,2092,5.17,5.21,3.19
"519",37579,0.32,"Ideal","F","VVS1",61.8,56,990,4.45,4.42,2.74
"520",44749,0.52,"Ideal","I","VVS1",62,55,1619,5.19,5.17,3.21
"521",53035,0.71,"Very Good","G","SI1",62.8,55,2604,5.68,5.73,3.58
"522",41549,0.7,"Very Good","I","I1",63.2,59,1235,5.62,5.59,3.54
"523",39328,0.34,"Ideal","E","VVS2",62.3,57,1071,4.48,4.44,2.78
"524",11714,0.34,"Ideal","G","VS2",61.8,56,596,4.48,4.52,2.78
"525",22046,0.31,"Premium","I","VS1",62.3,59,628,4.35,4.29,2.69
"526",26895,2.18,"Very Good","G","SI2",63.1,58,16878,8.29,8.23,5.21
"527",45100,0.57,"Very Good","G","VS1",59.3,56,1648,5.38,5.44,3.21
"528",12707,0.26,"Premium","E","VVS1",62.3,60,599,4.07,4.09,2.54
"529",18710,0.27,"Very Good","E","VVS2",61.7,58,620,4.12,4.15,2.55
"530",35689,0.39,"Ideal","H","VVS2",61.9,54,911,4.7,4.73,2.92
"531",36496,0.38,"Very Good","D","VVS2",60.8,55,944,4.67,4.71,2.85
"532",3775,0.8,"Very Good","F","VS1",63.7,56,3460,5.87,5.9,3.75
"533",13495,1.09,"Very Good","E","SI1",62.5,57,5539,6.55,6.61,4.11
"534",45136,0.5,"Ideal","D","VS2",62.4,55,1653,5.09,5.1,3.18
"535",7073,0.33,"Ideal","G","VS2",62.5,57,579,4.39,4.41,2.75
"536",1501,0.87,"Very Good","H","SI2",61,56,2993,6.15,6.19,3.77
"537",33597,0.37,"Ideal","G","VS2",61.5,56,833,4.64,4.59,2.84
"538",46217,0.51,"Very Good","G","VS1",62.4,60,1752,5.05,5.08,3.16
"539",36009,0.31,"Ideal","F","IF",61.1,54,921,4.39,4.42,2.69
"540",4043,0.84,"Premium","E","VS2",62.4,60,3528,6.04,5.98,3.75
"541",24435,2.54,"Ideal","I","SI2",61.4,54,12687,8.83,8.78,5.41
"542",36993,0.5,"Ideal","H","SI2",62.4,55,964,5.09,5.11,3.18
"543",21794,1.7,"Ideal","H","SI2",61.9,59,9864,7.59,7.67,4.72
"544",15974,1.51,"Good","J","SI1",64.1,61,6394,7.16,7.19,4.6
"545",317,0.73,"Ideal","F","VS2",62.5,55,2801,5.8,5.76,3.61
"546",45146,0.5,"Ideal","F","VS2",62.9,55,1654,5.1,5.07,3.2
"547",28666,0.4,"Ideal","F","SI2",62.1,54,677,4.75,4.78,2.96
"548",43600,0.3,"Ideal","H","VS1",62.1,57,507,4.27,4.3,2.66
"549",40333,0.4,"Ideal","F","VVS1",61.7,57,1128,4.72,4.75,2.92
"550",23495,1.02,"Ideal","E","IF",62.6,57,11500,6.41,6.47,4.03
"551",20361,1.57,"Ideal","G","SI1",61.7,55,8752,7.51,7.44,4.61
"552",23778,1.06,"Ideal","D","VVS2",62,57,11837,6.52,6.54,4.05
"553",25317,1.51,"Ideal","G","VS1",62.1,55,13995,7.38,7.33,4.57
"554",2505,1,"Fair","J","SI2",56.3,64,3199,6.58,6.54,3.69
"555",9537,1.01,"Very Good","F","SI1",61.9,57,4619,6.37,6.42,3.96
"556",17899,1,"Good","E","VVS2",65.3,56,7226,6.19,6.24,4.06
"557",26049,2,"Very Good","I","SI1",58.5,58,15249,8.24,8.28,4.83
"558",34454,0.32,"Ideal","I","IF",62.2,57,864,4.37,4.35,2.71
"559",45357,0.56,"Ideal","D","SI1",61.2,57,1664,5.37,5.35,3.28
"560",39501,0.33,"Ideal","E","IF",60.8,57,1079,4.44,4.47,2.71
"561",25234,2.14,"Ideal","I","VS2",62.2,57,13844,8.22,8.19,5.1
"562",2892,0.91,"Premium","I","VS2",63,58,3282,6.15,6.07,3.85
"563",6516,1.12,"Premium","H","SI2",62.4,58,4065,6.58,6.63,4.12
"564",42462,0.55,"Ideal","F","SI1",61.8,55,1316,5.22,5.27,3.24
"565",32413,0.41,"Ideal","D","SI1",61.7,54,791,4.78,4.79,2.95
"566",32595,0.3,"Ideal","F","VVS1",62.4,54,802,4.31,4.35,2.7
"567",7019,1.05,"Very Good","H","SI2",63,59,4158,6.44,6.48,4.07
"568",40249,0.5,"Very Good","F","SI2",62.9,63,1125,4.99,4.93,3.12
"569",52357,0.74,"Ideal","E","SI2",59.2,59,2501,5.92,5.97,3.52
"570",37037,0.4,"Very Good","D","VS1",63.1,55,967,4.7,4.74,2.98
"571",3257,0.74,"Premium","E","VS1",62.8,59,3357,5.76,5.68,3.59
"572",2741,0.61,"Ideal","F","VVS2",61.5,55,3248,5.47,5.53,3.38
"573",37585,0.32,"Premium","F","VVS1",61.3,58,990,4.4,4.37,2.69
"574",45975,0.3,"Very Good","G","VS2",60.6,60,526,4.3,4.34,2.62
"575",19789,1.06,"Ideal","G","VVS2",61.7,56,8358,6.59,6.56,4.06
"576",6852,1,"Very Good","I","SI1",63,58,4125,6.3,6.33,3.98
"577",30511,0.31,"Premium","D","SI1",62.1,58,732,4.33,4.3,2.68
"578",37468,0.42,"Ideal","G","VS1",62.7,54,984,4.83,4.8,3.02
"579",49351,0.7,"Ideal","J","SI1",61,56,2096,5.69,5.82,3.51
"580",29852,0.3,"Ideal","D","VS2",61.6,57,710,4.3,4.33,2.66
"581",1710,0.7,"Very Good","G","VVS1",63.3,57,3037,5.59,5.63,3.55
"582",5978,1.12,"Good","J","SI1",63.7,61,3951,6.54,6.5,4.15
"583",37742,0.31,"Ideal","D","VVS2",61.9,55,997,4.39,4.36,2.71
"584",27947,0.31,"Premium","G","SI1",61.8,58,431,4.32,4.35,2.68
"585",21536,0.91,"Ideal","E","VVS1",61.7,56,9636,6.18,6.23,3.83
"586",14583,1.13,"Premium","H","VS2",62.4,58,5885,6.66,6.61,4.14
"587",646,0.71,"Very Good","D","SI1",61.5,58,2843,5.73,5.79,3.54
"588",15884,1,"Premium","F","VS2",62.4,60,6352,6.35,6.38,3.97
"589",34199,0.33,"Ideal","F","VS2",62.3,56,854,4.46,4.43,2.77
"590",17133,1.05,"Ideal","G","VS2",61.6,56,6837,6.52,6.56,4.03
"591",47436,0.71,"Premium","J","SI1",61,61,1853,5.71,5.66,3.47
"592",18902,1.57,"Premium","I","VS2",62.2,58,7755,7.43,7.35,4.59
"593",6498,0.89,"Ideal","G","VVS2",61.7,55,4062,6.22,6.19,3.83
"594",12968,1.25,"Premium","I","SI1",59.7,59,5390,7.03,6.97,4.18
"595",49869,0.7,"Very Good","G","SI1",62.1,56,2175,5.64,5.67,3.51
"596",15616,1.31,"Very Good","H","SI2",61.7,59,6263,6.96,7.01,4.31
"597",46092,0.96,"Fair","H","I1",64.3,59,1739,6.38,5.88,3.98
"598",51019,0.71,"Good","I","VS1",61.5,64,2327,5.76,5.65,3.51
"599",1896,0.73,"Ideal","E","VS2",62.7,56,3077,5.75,5.8,3.62
"600",47682,0.51,"Ideal","D","VS2",61.9,57,1882,5.15,5.09,3.17
"601",48937,0.72,"Premium","J","VS2",61.7,58,2043,5.77,5.67,3.53
"602",1455,0.71,"Ideal","G","VVS2",62.5,58,2978,5.7,5.73,3.57
"603",9167,1.02,"Premium","F","SI2",61.1,59,4541,6.45,6.41,3.93
"604",10937,1.47,"Fair","H","I1",66.7,59,4898,6.98,6.94,4.64
"605",12480,1.25,"Ideal","J","SI1",62.1,58,5252,6.86,6.89,4.27
"606",45546,0.51,"Premium","D","SI1",61,60,1687,5.18,5.15,3.15
"607",46070,0.46,"Ideal","E","VVS2",62.6,55,1736,4.95,4.92,3.09
"608",36822,0.7,"Fair","G","I1",66.7,55,956,5.64,5.49,3.71
"609",24178,1.72,"Very Good","D","SI2",63.4,62,12360,7.59,7.53,4.79
"610",12323,1.01,"Very Good","E","SI1",59.5,60,5224,6.49,6.55,3.88
"611",38321,0.5,"Very Good","F","SI2",63.1,60,1020,5,5.04,3.17
"612",29356,0.31,"Ideal","G","VS2",63,54,698,4.37,4.33,2.74
"613",15749,1.54,"Ideal","G","I1",61.6,55,6299,7.43,7.4,4.57
"614",36744,0.38,"Ideal","D","VS2",61.5,56,954,4.66,4.7,2.88
"615",26555,2.66,"Good","H","SI2",63.8,57,16239,8.71,8.65,5.54
"616",27495,2.01,"Premium","H","SI1",61.7,60,18188,8.06,7.96,4.94
"617",40910,0.42,"Ideal","G","VVS1",61.1,56,1179,4.82,4.84,2.95
"618",44698,0.54,"Ideal","E","VS2",61.3,55,1613,5.24,5.26,3.22
"619",2580,0.78,"Ideal","D","SI1",61.1,57,3214,5.95,5.97,3.64
"620",629,0.71,"Very Good","D","VS1",63.4,55,2841,5.69,5.61,3.58
"621",40709,0.73,"Fair","F","I1",66.9,54,1158,5.62,5.54,3.74
"622",18442,1.11,"Very Good","G","VS1",61.5,57.6,7503,6.66,6.7,4.11
"623",36220,0.36,"Premium","F","VS2",61.4,58,932,4.6,4.56,2.81
"624",6593,1.01,"Good","G","SI2",63.5,58,4079,6.34,6.39,4.04
"625",40043,0.7,"Good","I","I1",63.9,62,1111,5.62,5.57,3.58
"626",28295,0.3,"Ideal","G","SI1",61.6,57,432,4.29,4.34,2.66
"627",7433,0.9,"Good","E","SI1",59.8,64,4229,6.14,6.21,3.69
"628",34571,0.31,"Ideal","G","IF",62.1,56,871,4.31,4.34,2.69
"629",38996,0.53,"Ideal","H","SI2",61.6,56,1054,5.16,5.19,3.19
"630",44411,0.56,"Premium","H","VS1",60.1,58,1585,5.4,5.35,3.23
"631",11424,1.2,"Ideal","J","SI1",62.1,55,5002,6.81,6.84,4.24
"632",11839,1.2,"Premium","I","SI1",61.4,57,5098,6.87,6.8,4.2
"633",32464,0.36,"Ideal","H","VVS1",61.8,56,794,4.6,4.63,2.85
"634",5185,0.9,"Premium","G","SI1",62.7,59,3774,6.14,6.1,3.84
"635",46121,0.52,"Ideal","E","VS2",62.4,57,1743,5.14,5.12,3.2
"636",42463,0.5,"Very Good","E","SI1",60.7,61,1316,5.09,5.12,3.1
"637",17929,1.01,"Premium","E","VS2",58,61,7240,6.53,6.5,3.94
"638",45715,0.56,"Ideal","G","VS2",61.9,55,1698,5.32,5.28,3.28
"639",34938,0.26,"Ideal","G","SI1",61.8,55,377,4.08,4.11,2.53
"640",25882,2.06,"Premium","I","SI2",60.1,58,14982,8.32,8.26,4.98
"641",33038,0.32,"Ideal","G","VVS1",61.4,57,814,4.42,4.44,2.72
"642",13337,1.22,"Ideal","J","VS1",60.8,57,5504,6.85,6.89,4.18
"643",46500,0.4,"Ideal","E","VVS1",61.3,56,1778,4.75,4.78,2.92
"644",52972,0.37,"Ideal","H","SI1",61.1,55,552,4.64,4.69,2.85
"645",32385,0.32,"Ideal","D","VVS2",61.7,55,790,4.39,4.42,2.72
"646",42818,0.5,"Premium","G","VS2",59.4,60,1354,5.14,5.16,3.06
"647",21900,1.2,"Very Good","G","VVS1",61.8,55,9968,6.79,6.83,4.21
"648",10256,1.01,"Premium","E","SI2",61.6,56,4751,6.45,6.4,3.96
"649",4659,1.12,"Fair","I","SI2",64.6,57,3669,6.5,6.47,4.19
"650",24725,2.03,"Very Good","I","SI2",62.8,60,13063,7.99,8.05,5.04
"651",12479,1.25,"Ideal","J","SI1",62.4,57,5252,6.86,6.92,4.3
"652",4295,0.82,"Ideal","E","SI1",61.8,55,3588,5.97,6.01,3.7
"653",8173,1.05,"Premium","F","SI2",61.7,60,4363,6.58,6.49,4.03
"654",7089,0.93,"Good","D","SI2",61.4,63,4165,6.22,6.26,3.83
"655",26407,2,"Very Good","I","VS2",58.6,62,15923,8.17,8.2,4.8
"656",40562,0.41,"Ideal","G","VVS1",61.8,55,1151,4.76,4.78,2.95
"657",9496,1,"Good","F","SI1",58.1,64,4608,6.56,6.6,3.82
"658",9340,0.94,"Premium","E","SI1",62.4,56,4580,6.27,6.24,3.9
"659",1553,0.73,"Fair","F","VS1",58.6,66,3002,5.92,5.88,3.46
"660",5423,1.01,"Good","J","VS1",63.2,62,3823,6.29,6.33,3.99
"661",38034,0.32,"Ideal","E","VVS2",61.3,55,1010,4.41,4.43,2.71
"662",13377,0.26,"Very Good","D","VS2",59.6,63,420,4.13,4.16,2.47
